SOURCE_PATH	SIZE	CATEGORY	REASON
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/dist/git-editor-main.js	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/git.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-renamed.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-modified.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-untracked.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-conflict.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-ignored.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-added.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-deleted.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-copied.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/light/status-type-changed.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-renamed.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-modified.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-untracked.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-conflict.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-ignored.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-added.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-deleted.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-copied.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/icons/dark/status-type-changed.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/resources/emojis.json	40K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/README.md	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/package.json	88K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/git/package.nls.json	40K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/search-result/dist/extension.js	8.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/search-result/dist/media/refresh-dark.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/search-result/dist/media/refresh-light.svg	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/search-result/images/icon.png	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/search-result/README.md	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/search-result/package.json	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/search-result/syntaxes/searchResult.tmLanguage.json	76K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/search-result/package.nls.json	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/sql/package.json	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/sql/syntaxes/sql.tmLanguage.json	24K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/sql/language-configuration.json	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/extensions/sql/package.nls.json	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/package.json	12K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/product.json	60K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/LICENSE.rtf	164K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/app/telemetry-extensions.json	48K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/react.icns	80K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/yaml.icns	68K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/typescript.icns	68K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/python.icns	68K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/powershell.icns	68K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/sass.icns	72K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/vue.icns	72K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/html.icns	68K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/c.icns	68K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/less.icns	72K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/bat.icns	64K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/default.icns	64K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/Credits.rtf	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/xml.icns	72K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/Code.icns	364K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/LICENSES.chromium.html	14M	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/cpp.icns	72K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/jade.icns	72K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/java.icns	76K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/csharp.icns	72K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/bower.icns	76K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/go.icns	68K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/config.icns	72K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/ruby.icns	64K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Resources/markdown.icns	68K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Versions/A/_CodeSignature/CodeResources	84K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Versions/A/Resources/id_FEMININE.lproj/locale.pak	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Versions/A/Resources/de.lproj/locale.pak	632K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Versions/A/Resources/sw_MASCULINE.lproj/locale.pak	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
/Users/sethadmin/ZZ_ARCHIVE_HOLD_iCloudDriveArchive_DO_NOT_USE_AS_ACTIVE_ROOT_20260524/Documents/Documents - SFMacBook Pro M5/LEGAL_AUTOMATION/watermelon-vscode/.vscode-test/vscode-darwin-arm64-1.109.5/Visual Studio Code.app/Contents/Frameworks/Electron Framework.framework/Versions/A/Resources/sw_NEUTER.lproj/locale.pak	4.0K	CITATIONS_SOURCES	Possible citation/source registry material
