who_owns_what_export
housenumber,streetname,zip,boro,registrationid,lastregistrationdate,registrationenddate,bbl,bin,hpdbuildingid,hpdbuildings,corpnames,businessaddrs,ownernames,allcontacts,totalviolations,openviolations,totalcomplaints,recentcomplaints,recentcomplaintsbytype,unitsres,yearbuilt,council,lat,lng,evictions,rsunits2007,rsunitslatest,rsunitslatestyear,rsdiff,yearstartedj51,yearstarted421a,lastsaleacrisid,lastsaledate,lastsaleamount,evictionfilings
50,PATRICIA LANE,10465,BRONX,227886,2024-08-02,2025-09-01,2055197501,2114632,835123,4,NEWGENT MANAGEMENT LLC; LAGOON ESTATES CONDO ASSOCIATION INC.,20 SOUTH BROADWAY MEZZAN 10701; 50 PATRICIA LANE 10465,"FAIZ AHMED (Officer), FAIZ AHMED (SiteManager), FAIZ AHMED (Agent), GEORGE RODRIGUEZ (HeadOfficer)","FAIZ AHMED (Agent), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; GEORGE RODRIGUEZ (HeadOfficer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (Officer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (SiteManager); LAGOON ESTATES CONDO ASSOCIATION INC. (Corporation), 50 PATRICIA LANE BRONX, NY 10465; NEWGENT MANAGEMENT LLC (Corporation), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701",29,18,37,11,"WATER LEAK (4), HEAT/HOT WATER (3), ELECTRIC (3), MOLD (1)",44,2002,13,40.8189781,-73.8050731,1,,,2022,,,,,,,13
446,17TH STREET,11215,BROOKLYN,384365,2024-08-02,2025-09-01,3008767503,3389086,946805,1,NEWGENT MANAGEMENT LLC.; 444-446 17TH ST,20 SOUTH BROADWAY MEZZAN 10701; 444-446 17TH STREET 11215; 20 SOUTH BROADWAY MEZANI 10701,"FAIZ AHMED (Agent), MATT FRANKEL (HeadOfficer), FAIZ AHMED (Officer), FAIZ AHMED (SiteManager)","FAIZ AHMED (Agent), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; MATT FRANKEL (HeadOfficer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (Officer), 20 SOUTH BROADWAY MEZANI YONKERS, NY 10701; FAIZ AHMED (SiteManager); 444-446 17TH ST (Corporation), 444-446 17TH STREET BROOKLYN, NY 11215; NEWGENT MANAGEMENT LLC. (Corporation), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701",7,0,1,0,,9,2005,39,40.6592793,-73.9843792,,,,2022,,,,,,,
776,CROWN STREET,11213,BROOKLYN,326593,2024-08-27,2025-09-01,3014190039,3038278,228652,1,776 C LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 776 C LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",1251,215,1535,281,"HEAT/HOT WATER (145), PLUMBING (34), PAINT/PLASTER (26), PESTS (17), DOOR/WINDOW (16), WATER LEAK (11), MOLD (8), CABINET (6), ELECTRIC (4), FLOORING/STAIRS (4), APPLIANCE (3), GARBAGE/RECYCLING STORAGE (3), SAFETY (1), BELL/BUZZER/INTERCOM (1), SEWAGE (1), COOKING GAS (1)",46,1926,35,40.6649803,-73.9318234,7,43,45,2022,2,,,2022010400333005,2021-12-27,7955000,62
356,SOUTH FIRST STREET,11211,BROOKLYN,301301,2024-08-27,2025-09-01,3024120013,3063042,371876,1,356 SOUTH 1 LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (HeadOfficer), DAVID TENNENBAUM (Agent)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 356 SOUTH 1 LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",322,45,325,179,"HEAT/HOT WATER (53), PAINT/PLASTER (24), PESTS (17), WATER LEAK (15), DOOR/WINDOW (13), APPLIANCE (11), GARBAGE/RECYCLING STORAGE (10), PLUMBING (9), MOLD (6), FLOORING/STAIRS (5), SAFETY (4), ELECTRIC (3), COOKING GAS (2), SEWAGE (2), JANITOR/SUPER (2), OUTSIDE BUILDING (2), CABINET (1)",31,1917,34,40.7104195,-73.9528274,1,33,33,2022,0,,,2021122900009001,2021-12-08,4810781,8
364,SOUTH FIRST STREET,11211,BROOKLYN,301303,2024-08-27,2025-09-01,3024120016,3063043,809484,2,364 SOUTH 1 LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (HeadOfficer), DAVID TENNENBAUM (Agent)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 364 SOUTH 1 LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",515,100,448,253,"HEAT/HOT WATER (58), PESTS (34), DOOR/WINDOW (32), PLUMBING (32), WATER LEAK (28), PAINT/PLASTER (19), MOLD (11), ELECTRIC (10), FLOORING/STAIRS (9), APPLIANCE (8), GARBAGE/RECYCLING STORAGE (7), CABINET (3), SEWAGE (1), SAFETY (1)",35,1917,34,40.7103508,-73.9526435,1,66,67,2022,1,,,2021122000066001,2021-12-08,7363419,31
381,HOOPER STREET,11211,BROOKLYN,301299,2024-08-27,2025-09-01,3024120019,3063045,313540,1,381 HOOPER LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (HeadOfficer), DAVID TENNENBAUM (Agent)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 381 HOOPER LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",281,76,445,255,"SAFETY (56), HEAT/HOT WATER (54), GARBAGE/RECYCLING STORAGE (54), DOOR/WINDOW (41), WATER LEAK (14), PLUMBING (9), PAINT/PLASTER (7), FLOORING/STAIRS (6), PESTS (4), MOLD (3), ELECTRIC (3), SIGNAGE MISSING (2), APPLIANCE (1), BELL/BUZZER/INTERCOM (1)",32,1916,34,40.7102189,-73.9522757,2,31,32,2022,1,,,2021122100014001,2021-12-08,6577978,27
394,HOOPER STREET,11211,BROOKLYN,300338,2024-08-27,2025-09-01,3024130001,3063050,313541,1,390 HOOPER LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 390 HOOPER LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",302,76,593,328,"HEAT/HOT WATER (82), GARBAGE/RECYCLING STORAGE (42), DOOR/WINDOW (37), PAINT/PLASTER (34), WATER LEAK (27), PESTS (25), PLUMBING (25), MOLD (15), SAFETY (8), CABINET (8), FLOORING/STAIRS (8), ELECTRIC (7), APPLIANCE (5), SIGNAGE MISSING (2), MAILBOX (1), VENTILATION SYSTEM (1), BELL/BUZZER/INTERCOM (1)",46,1924,34,40.7098208,-73.9520235,2,46,46,2022,0,,,2021122100011001,2021-12-08,10550254,38
387,SOUTH FOURTH STREET,11211,BROOKLYN,300763,2024-08-27,2025-09-01,3024380030,3063383,372333,1,387 SOUTH 1 LLC,49 WEST 27TH STREET LBY 10001; 20 SOUTH BROADWAY LBY 10701,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY LBY YONKERS, NY 10701; 387 SOUTH 1 LLC (Corporation), 20 SOUTH BROADWAY LBY YONKERS, NY 10701",76,11,208,60,"DOOR/WINDOW (26), HEAT/HOT WATER (19), PESTS (8), WATER LEAK (2), SEWAGE (1), FLOORING/STAIRS (1), PAINT/PLASTER (1), PLUMBING (1), GARBAGE/RECYCLING STORAGE (1)",27,1925,34,40.708207,-73.9521906,,27,27,2022,0,,,2021122400005002,2021-12-08,7705584,9
364,SOUTH FOURTH STREET,11211,BROOKLYN,304665,2024-08-27,2025-09-01,3024500022,3063500,372318,1,319 HOOPER LLC,49 WEST 27TH STREET LBY 10001; 20 SOUTH BROADWAY 300 10701,"DAVID TENNENBAUM (Agent), DAVID TENNEBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNEBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 319 HOOPER LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",199,45,273,109,"HEAT/HOT WATER (21), WATER LEAK (18), ELECTRIC (13), PESTS (11), DOOR/WINDOW (10), PAINT/PLASTER (9), APPLIANCE (7), MOLD (5), FLOORING/STAIRS (5), PLUMBING (4), SAFETY (2), GARBAGE/RECYCLING STORAGE (2), CABINET (1), VENTILATION SYSTEM (1)",32,1925,34,40.708224,-73.9535179,1,32,0,2022,-32,,,2021122000820001,2021-12-08,7758883,13
376,SOUTH FOURTH STREET,11211,BROOKLYN,348851,2024-08-27,2025-09-01,3024510004,3063504,372325,1,376 SOUTH 1 LLC,49 WEST 27TH STREET LBY 10001; 20 SOUTH BROADWAY 300 10701,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 376 SOUTH 1 LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",148,21,98,74,"HEAT/HOT WATER (24), PESTS (17), DOOR/WINDOW (6), MOLD (5), WATER LEAK (5), PAINT/PLASTER (4), GARBAGE/RECYCLING STORAGE (3), SAFETY (3), APPLIANCE (2), OUTSIDE BUILDING (1), ELECTRIC (1), SIGNAGE MISSING (1), PLUMBING (1), FLOORING/STAIRS (1)",9,1910,34,40.7080289,-73.9529554,,9,9,2022,0,,,2021122100421001,2021-12-08,2168528,
214,GREEN STREET,11222,BROOKLYN,383327,2024-08-02,2025-09-01,3025237503,3064193,932639,1,THE 214 GREEN STREET CONDOMINIUM; NEWGENT MANAGEMENT LLC,214 GREEN STREET 11222; 20 SOUTH BROADWAY MEZZAN 10701,"FAIZ AHMED (SiteManager), FAIZ AHMED (Officer), BRIAN MORGAN (HeadOfficer), FAIZ AHMED (Agent)","FAIZ AHMED (Agent), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; BRIAN MORGAN (HeadOfficer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (Officer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (SiteManager); NEWGENT MANAGEMENT LLC (Corporation), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; THE 214 GREEN STREET CONDOMINIUM (Corporation), 214 GREEN STREET BROOKLYN, NY 11222",6,0,0,0,,10,2008,33,40.7337581,-73.9526197,,,,2022,,,,,,,
268 REAR,UNION AVENUE,11211,BROOKLYN,319189,2012-03-09,2013-09-15,3030310004,3327893,809712,2,,319 HOOPER STREET 11211,"LUSIA KNOLL (IndividualOwner), MORRIS KNOLL (Agent)","MORRIS KNOLL (Agent), 319 HOOPER STREET BROOKLYN, NY 11211; LUSIA KNOLL (IndividualOwner), 319 HOOPER STREET BROOKLYN, NY 11211",204,20,201,177,"DOOR/WINDOW (28), SAFETY (24), PESTS (23), PAINT/PLASTER (19), FLOORING/STAIRS (18), PLUMBING (15), WATER LEAK (13), MOLD (13), ELECTRIC (5), APPLIANCE (4), GARBAGE/RECYCLING STORAGE (4), OUTSIDE BUILDING (3), HEAT/HOT WATER (3), CABINET (2), SEWAGE (2), SIGNAGE MISSING (1)",7,1911,34,40.7084423,-73.9503798,,8,0,2022,-8,,,2016031600166001,2016-02-29,180810,
690,ROGERS AVENUE,11226,BROOKLYN,308805,2024-08-27,2025-09-01,3050650065,3116244,363957,1,690 ROGERS LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 690 ROGERS LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",269,61,415,131,"HEAT/HOT WATER (77), PESTS (31), APPLIANCE (7), PLUMBING (4), PAINT/PLASTER (4), ELECTRIC (3), DOOR/WINDOW (1), SEWAGE (1), FLOORING/STAIRS (1), MOLD (1), WATER LEAK (1)",28,1931,40,40.6544922,-73.9531877,2,28,29,2022,1,,,2004070201106001,2004-06-30,800000,26
8817,BAY PARKWAY,11214,BROOKLYN,342098,2024-08-27,2025-09-01,3064480006,3168991,203995,1,8817 BAY LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 8817 BAY LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",409,32,222,113,"HEAT/HOT WATER (45), DOOR/WINDOW (35), PAINT/PLASTER (6), BELL/BUZZER/INTERCOM (6), PLUMBING (4), WATER LEAK (4), FLOORING/STAIRS (4), MOLD (3), PESTS (2), SAFETY (1), COOKING GAS (1), VENTILATION SYSTEM (1), APPLIANCE (1)",32,1926,47,40.5972975,-73.9981923,1,29,31,2022,2,,,2021122700289001,2021-12-08,4036041,44
1479,DAHILL ROAD,11204,BROOKLYN,339460,2024-08-27,2025-09-01,3065820068,3173478,229188,1,1479 DAHILL LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 1479 DAHILL LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",377,87,183,137,"HEAT/HOT WATER (60), DOOR/WINDOW (14), GARBAGE/RECYCLING STORAGE (12), PESTS (9), SEWAGE (8), PAINT/PLASTER (6), WATER LEAK (6), SAFETY (4), JANITOR/SUPER (4), PLUMBING (4), APPLIANCE (3), ELECTRIC (2), CABINET (2), MOLD (2), BELL/BUZZER/INTERCOM (1)",35,1931,44,40.6117542,-73.9742948,4,33,34,2022,1,,,2021122400096002,2021-12-08,5366497,25
1529,DAHILL ROAD,11204,BROOKLYN,305800,2024-08-27,2025-09-01,3066070066,3174693,229205,1,1529 DAHILL LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (HeadOfficer), DAVID TENNENBAUM (Agent)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 1529 DAHILL LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",921,77,501,282,"HEAT/HOT WATER (82), PESTS (31), PAINT/PLASTER (29), PLUMBING (28), DOOR/WINDOW (26), FLOORING/STAIRS (20), APPLIANCE (17), WATER LEAK (15), GARBAGE/RECYCLING STORAGE (8), MOLD (8), SAFETY (6), COOKING GAS (5), BELL/BUZZER/INTERCOM (3), CABINET (3), ELECTRIC (1)",42,1931,44,40.6105135,-73.9740503,4,41,0,2022,-41,,,2021122300017001,2021-12-08,7769797,57
984,EAST 15TH STREET,11230,BROOKLYN,336379,2024-08-27,2025-09-01,3067070040,3179614,245863,1,984 E 15 LLC,49 WEST 27TH STREET LBY 10001; 20 SOUTH BROADWAY 300 10701,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 984 E 15 LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",49,6,44,31,"HEAT/HOT WATER (6), PAINT/PLASTER (5), PESTS (5), WATER LEAK (4), PLUMBING (2), DOOR/WINDOW (2), APPLIANCE (2), FLOORING/STAIRS (1), SAFETY (1), MOLD (1), ELECTRIC (1), CABINET (1)",23,1922,44,40.6256147,-73.9617566,1,23,23,2022,0,,,2021122201184001,2021-12-08,3575127,5
1835,EAST 14TH STREET,11229,BROOKLYN,382581,2021-09-30,2022-09-01,3068207501,3396743,908447,1,1835 EAST 14TH STREET CONDO; NEWGENT MANAGEMENT LLC,20 SOUTH BROADWAY MEZZAN 10701,"FAIZ AHMED (SiteManager), ABDULLAH FERSEN (Agent), ABDULLAH FERSEN (Officer), YELENA RAZDOLSKAYA (HeadOfficer)","ABDULLAH FERSEN (Agent), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; YELENA RAZDOLSKAYA (HeadOfficer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; ABDULLAH FERSEN (Officer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (SiteManager); 1835 EAST 14TH STREET CONDO (Corporation), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; NEWGENT MANAGEMENT LLC (Corporation), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701",26,16,11,0,,7,2005,48,40.6048052,-73.9581924,,,,2022,,,,,,,
3413,AVENUE H,11210,BROOKLYN,373548,2024-08-27,2025-09-01,3075620001,3206027,187895,1,3413 LLC,20 SOUTH BROADWAY 300 10701; 49 WEST 27TH STREET LBY 10001,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 3413 LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",520,119,808,257,"HEAT/HOT WATER (56), PAINT/PLASTER (45), WATER LEAK (23), PLUMBING (18), MOLD (17), PESTS (15), GARBAGE/RECYCLING STORAGE (14), APPLIANCE (12), DOOR/WINDOW (12), VENTILATION SYSTEM (9), BELL/BUZZER/INTERCOM (8), CABINET (8), FLOORING/STAIRS (7), JANITOR/SUPER (5), ELECTRIC (4), SIGNAGE MISSING (1), SAFETY (1), SEWAGE (1), COOKING GAS (1)",65,1963,45,40.6322191,-73.9430435,2,67,0,2022,-67,,,2021112901065001,2021-11-18,10900000,69
7949,SEAVIEW AVENUE,11236,BROOKLYN,375620,2024-08-02,2025-09-01,3080897502,3418143,807281,8,"PAERDEGAT BAY CONDO II HOA; NEWGENT MANAGEMENT, LLC.",7949 SEAVIEW AVENUE 11236; 20 SOUTH BROADWAY MEZZAN 10701,"FAIZ AHMED (Officer), DAVID RYBSTEIN (HeadOfficer), FAIZ AHMED (Agent), FAIZ AHMED (SiteManager)","FAIZ AHMED (Agent), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; DAVID RYBSTEIN (HeadOfficer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (Officer), 20 SOUTH BROADWAY MEZZAN NEW YORK, NY 10701; FAIZ AHMED (SiteManager); NEWGENT MANAGEMENT, LLC. (Corporation), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; PAERDEGAT BAY CONDO II HOA (Corporation), 7949 SEAVIEW AVENUE BROOKLYN, NY 11236",61,29,12,3,PLUMBING (3),24,1986,46,40.6272632,-73.9004371,,,,2022,,,,,,,1
86-22,DONGAN AVENUE,11373,QUEENS,400200,2024-08-27,2025-09-01,4015810014,4039448,650539,1,8622 D LLC,49 WEST 27TH STREET LBY 10001; 20 SOUTH BROADWAY 300 10701,"DAVID TENNENBAUM (Agent), DAVID TENNENBAUM (HeadOfficer)","DAVID TENNENBAUM (Agent), 49 WEST 27TH STREET LBY NEW YORK, NY 10001; DAVID TENNENBAUM (HeadOfficer), 20 SOUTH BROADWAY 300 YONKERS, NY 10701; 8622 D LLC (Corporation), 20 SOUTH BROADWAY 300 YONKERS, NY 10701",344,80,332,157,"HEAT/HOT WATER (88), GARBAGE/RECYCLING STORAGE (12), PAINT/PLASTER (12), PESTS (8), PLUMBING (8), DOOR/WINDOW (5), ELECTRIC (5), WATER LEAK (5), SAFETY (4), APPLIANCE (3), BELL/BUZZER/INTERCOM (2), CABINET (1), JANITOR/SUPER (1), COOKING GAS (1), MOLD (1), ELEVATOR (1)",83,1932,25,40.7407521,-73.8782871,1,77,0,2022,-77,,,2022033100488003,2022-03-24,14500000,50
109-18,LEFFERTS BOULEVARD,11420,QUEENS,400532,2024-10-25,2025-09-01,4115997501,4249438,672530,1,109-18 LEFFERTS BLVD; NEWGENT MANAGEMENT LLC,20 SOUTH BROADWAY MEZZAN 10701; 109-18 LEFFERTS BOULEVARD 11420,"ROLANDO MORILLO (HeadOfficer), FAIZ AHMED (SiteManager), ABDULLAH FERSEN (Officer), FAIZ AHMED (Agent)","FAIZ AHMED (Agent), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; ROLANDO MORILLO (HeadOfficer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; ABDULLAH FERSEN (Officer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (SiteManager); 109-18 LEFFERTS BLVD (Corporation), 109-18 LEFFERTS BOULEVARD SOUTH OZONEPARK, NY 11420; NEWGENT MANAGEMENT LLC (Corporation), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701",93,60,167,48,"HEAT/HOT WATER (34), WATER LEAK (7), MOLD (2), PAINT/PLASTER (2), PLUMBING (2), ELECTRIC (1)",24,1927,28,40.6814964,-73.822179,,1,1,2022,0,,,,,,0
136,BEACH 117TH STREET,11694,QUEENS,427320,2024-08-02,2025-09-01,4162267501,4531751,879097,1,NEWGENT MANAGEMENT LLC; OCEAN GRANDE CONDOMINUM,20 SOUTH BROADWAY MEZZAN 10701; 136 BEACH 117TH STREET 302 11694,"MICHAEL CORCORAN (HeadOfficer), FAIZ AHMED (Officer), ABDULLAH FERSEN (Agent), ABDULLAH FERSEN (SiteManager)","ABDULLAH FERSEN (Agent), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; MICHAEL CORCORAN (HeadOfficer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; FAIZ AHMED (Officer), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; ABDULLAH FERSEN (SiteManager); NEWGENT MANAGEMENT LLC (Corporation), 20 SOUTH BROADWAY MEZZAN YONKERS, NY 10701; OCEAN GRANDE CONDOMINUM (Corporation), 136 BEACH 117TH STREET 302 ROCKAWAY PARK, NY 11694",6,0,11,0,,93,2006,32,40.577924,-73.8367282,2,,,2022,,,,,,,4
